conference,session,sent_time_sec,center_time_sec,burst_id,speaker,sentence,annotations,kw_decision,kw_assign,kw_summarize,kw_agree,decision_any,m_cut,delta_to_center
2021_04_22_MND_S5,2021_04_22_MND_S5,852.0,857.0,2021_04_22_MND_S5_B1,Jeff Dongga,"Yeah, you know, I I generally don't don't know enough about this area, but what I do understand from, you know, other people's uh work is that the blood brain barrier is not what we were taught in, you know, graduate school or medical school. it's it's far leakier than and far um dynamic than than than is just the impenetrable um separation between um uh, you know, the the the the privileged organ of the brain, which is really uh uh I think a mis uh uh characterization of the brain. In fact, there's a lot of trafficking in in between um even in healthy state.","{'expand on existing idea': ""This utterance expands on the existing discussion about the blood-brain barrier (BBB) and its permeability, building on Jae Sung Kim's question about how leaky the BBB is."", 'provide supporting evidence': ""The speaker provides supporting evidence by stating that the blood-brain barrier is not as impenetrable as they were taught in school, based on other people's work, suggesting it's more dynamic and allows for trafficking even in a healthy state."", 'explain or define term or concept': ""The speaker explains that the traditional view of the brain as a 'privileged organ' with an impenetrable barrier is a mischaracterization, clarifying the concept of the blood-brain barrier's function.""}",False,False,False,False,False,3,-5.0
2021_04_22_MND_S5,2021_04_22_MND_S5,853.0,857.0,2021_04_22_MND_S5_B1,Joel Pfu,And then Joel to go along with what you're writing about right now is I think this overall problem about how do we model like how do we how do we really try to move the research at the systems level forward.,"{'expand on existing idea': 'This utterance builds upon the previous discussion about summarizing key points and moving research forward at the systems level, adding to the current topic of discussion.', 'present new idea': 'The speaker introduces the idea of how to model and move research forward at the systems level, which is a novel concept in the context of summarizing the discussion.'}",False,False,False,False,False,3,-4.0
2021_04_22_MND_S5,2021_04_22_MND_S5,856.0,857.0,2021_04_22_MND_S5_B1,Joel Bornstein,Great.,"{'express agreement': ""Joel expresses agreement with William's explanation of the deep brain stimulation device.""}",False,False,False,False,False,3,-1.0
2021_04_22_MND_S5,2021_04_22_MND_S5,856.0,857.0,2021_04_22_MND_S5_B1,Jiali Ping,My PhD lab was right next to an SCN lab at the University of Illinois.,"{'None': 'This utterance does not fit into any of the codes provided in the codebook, as it is simply a statement of personal experience and does not contribute to the problem-solving process.'}",False,False,False,False,False,3,-1.0
2021_04_22_MND_S5,2021_04_22_MND_S5,857.0,857.0,2021_04_22_MND_S5_B1,Joel Bornstein,"All right, who who needs to go next?",{'encourage participation': 'Joel is encouraging someone who has not yet spoken to introduce themselves.'},False,False,False,False,False,3,0.0
2021_04_22_MND_S5,2021_04_22_MND_S5,862.0,857.0,2021_04_22_MND_S5_B1,Sarah MacEachern,"I can go. Uh, sorry I missed a few introductions there. My wifi was cutting out. Um, hopefully that doesn't continue to happen. Um, I'm Sarah. I'm a developmental pediatrician in training. Um, I was recently offered a clinician scientist position at the University of Calgary. Um, start date getting started out. Um, but my research focuses on precision medicine for developmental pediatrics. So, um, using precision medicine approaches like machine learning to better understand neurodevelopmental conditions, um, in children with neurodevelopmental conditions, essentially um applied to big data. Um, so this would include children with autism, intellectual disability, that sort of thing. Um, I think I'm here because my PhD, which is well before all my clinical training was in the neuroscience of the gut and the enteric nervous system and so, um, I have this I have this fantasy to combine this very basic science work I did in my early 20s with what I do now seeing patients with neurodevelopmental conditions and seeing if some of the strategies um that are coming out of science these days might be able to help my patients with some of their conditions. So, yeah, I'm I'm excited to be here.","[{'present new idea': 'Sarah introduces the idea of combining her basic science background in gut neuroscience with her current work in precision medicine for neurodevelopmental conditions to potentially help her patients, which is a novel concept in the context of the discussion.'}, {'express enthusiasm': 'Sarah expresses excitement about being at the meeting and the potential to combine her past research with her current clinical work, indicating a positive and eager attitude.'}]",False,False,False,False,False,3,5.0
2021_04_22_MND_S5,2021_04_22_MND_S5,864.0,857.0,2021_04_22_MND_S5_B1,Jeff Bryan Kottkamp,"So, let me throw out another question. Um you know, cells in our body have intrinsic biological clocks. Do bacteria?","{'present new idea': {'Explanation': ""The utterance introduces the idea of whether bacteria have intrinsic biological clocks, which hasn't been discussed before.""}, 'ask clarifying question': {'Explanation': 'The utterance poses a question about whether bacteria have intrinsic biological clocks, seeking to clarify if this is the case.'}}",False,False,False,False,False,3,7.0
2021_04_22_MND_S5,2021_04_22_MND_S5,867.0,857.0,2021_04_22_MND_S5_B1,Kallol Mondal,meant of the Silog program at large. So um uh they are actually recording the sessions. This is something I'll just say while we're waiting for everyone to be back in the room. One of the things we do is is a study of how new collaborations form and what happens at the meetings that help to lead that so that we can adjust the nature of the meeting. So we actually look at who's assigned in whose rooms and how you interact with one another and then track that over time to see who chooses to write proposals whether those proposals are funded and who ultimately publishes papers together. Um and so we have data now 10 years running on the way that Silog functions to generate new collaborations among people.,"[{'explain or define term or concept': 'The speaker is explaining the purpose of the Silog program and its goals, which is to study how new collaborations form and what happens at the meetings to facilitate that.'}]",False,True,False,True,True,3,10.0
2021_04_22_MND_S5,2021_04_22_MND_S5,876.0,857.0,2021_04_22_MND_S5_B1,Lauren O'Connell,I think another point what since we're talking about the blood brain barrier is also to recognize that from the gut to the brain can also be a neural pathway with peripheral nerves like the Vegas. So it doesn't have to be through the blood.,"[{'expand on existing idea': 'The speaker builds on the discussion about the blood brain barrier by adding that the gut-brain connection can also occur through neural pathways, not just the blood.'}]",False,False,False,False,False,3,19.0
2021_04_22_MND_S6,2021_04_22_MND_S6,806.0,818.0,2021_04_22_MND_S6_B1,David Durgan,Uh so I'm waiting right now on the data to see whether or not it does make it that far. Uh we've sampled all along the gut. We've been giving exosomes either from host or OMVs coming from bacteria.,"{'expand on existing idea': 'This utterance expands on the idea of using exosomes to modulate the gut microbiome, which Dave introduced in the previous turn, by describing the ongoing data collection process to determine if exosomes reach the colon.', 'provide supporting evidence': 'Dave provides supporting evidence by mentioning that they have sampled all along the gut and have been giving exosomes either from the host or OMVs coming from bacteria, indicating ongoing research and data collection to support the idea of using exosomes for microbiome modulation.'}",False,False,False,False,False,3,-12.0
2021_04_22_MND_S6,2021_04_22_MND_S6,815.0,818.0,2021_04_22_MND_S6_B1,Nandita Garud,Mhm.,"[{'acknowledge contribution': ""Nandita is acknowledging Mark's contribution to the discussion, but not necessarily agreeing or expanding on it, following Mark's point about the level at which to measure the microbiome.""}]",False,False,False,False,False,3,-3.0
2021_04_22_MND_S6,2021_04_22_MND_S6,816.0,818.0,2021_04_22_MND_S6_B1,David Durgan,[crosstalk].,"[{'None': 'There is no discernible meaning in this utterance, so no code applies.'}]",False,False,False,False,False,3,-2.0
2021_04_22_MND_S6,2021_04_22_MND_S6,817.0,818.0,2021_04_22_MND_S6_B1,Marie,"Yeah, there's been a few studies that have uh described that. So in the majority of of women of course um it doesn't happen across the board in the same way. It does return quite rapidly back to what it was before. Um and this is quite rapidly after birth and and the changes that characterize pregnancy start happening in the late second trimester. Sorry that's my dog that needs wants to come in. Um and especially in the third trimester and in general, most of these changes um are what in other studies could be associated what some people may call a dysbiotic um microbiome. Um but but like with many things that it is speculated to be an an adaptation to to to the state. It's also associated with um a microbiome that has been linked to obesity so it's is hypothesized to favor the the harvesting of energy to sustain the pregnancy or to sustain a healthy pregnancy.","[{'provide supporting evidence': ""Marie-Claire provides supporting evidence by mentioning that a few studies have described the return of the maternal microbiome to its pre-pregnancy state, addressing Nandita's question about changes in the maternal microbiome during pregnancy.""}, {'expand on existing idea': ""Marie-Claire expands on the existing idea of changes in the maternal microbiome during pregnancy by adding details about the timing of these changes (late second trimester, especially third trimester) and their association with a 'dysbiotic' microbiome and energy harvesting.""}]",False,False,False,False,False,3,-1.0
